Name,SecId,ISIN,"Inception 
Date","Monthly Return 
2022-10 
ZAR","Return (Day to Day) 
2022-10-01 
to 2022-11-01 
ZAR","Daily Return Index 
2022-09-30 
ZAR","Daily Return Index 
2022-10-01 
ZAR","Daily Return Index 
2022-10-02 
ZAR","Daily Return Index 
2022-10-03 
ZAR","Daily Return Index 
2022-10-04 
ZAR","Daily Return Index 
2022-10-05 
ZAR","Daily Return Index 
2022-10-06 
ZAR","Daily Return Index 
2022-10-07 
ZAR","Daily Return Index 
2022-10-08 
ZAR","Daily Return Index 
2022-10-09 
ZAR","Daily Return Index 
2022-10-10 
ZAR","Daily Return Index 
2022-10-11 
ZAR","Daily Return Index 
2022-10-12 
ZAR","Daily Return Index 
2022-10-13 
ZAR","Daily Return Index 
2022-10-14 
ZAR","Daily Return Index 
2022-10-15 
ZAR","Daily Return Index 
2022-10-16 
ZAR","Daily Return Index 
2022-10-17 
ZAR","Daily Return Index 
2022-10-18 
ZAR","Daily Return Index 
2022-10-19 
ZAR","Daily Return Index 
2022-10-20 
ZAR","Daily Return Index 
2022-10-21 
ZAR","Daily Return Index 
2022-10-22 
ZAR","Daily Return Index 
2022-10-23 
ZAR","Daily Return Index 
2022-10-24 
ZAR","Daily Return Index 
2022-10-25 
ZAR","Daily Return Index 
2022-10-26 
ZAR","Daily Return Index 
2022-10-27 
ZAR","Daily Return Index 
2022-10-28 
ZAR","Daily Return Index 
2022-10-29 
ZAR","Daily Return Index 
2022-10-30 
ZAR","Daily Return Index 
2022-10-31 
ZAR","Daily Return Index 
2022-11-01 
ZAR",P/B Ratio (TTM) (Long),P/B Ratio (TTM) (Short),P/C Ratio (TTM) (Long),P/C Ratio (TTM) (Short),P/E Ratio (TTM) (Long),"Dividend 
YTD",Dividend Yield (Long)
36ONE BCI Equity G,F00001AHR9,ZAE000299863,30/06/2021,6.9179,6.7818,8.7912,8.7912,8.7912,8.8237,8.9535,8.9602,9.007,8.9958,8.9958,8.9958,8.9921,8.9511,8.9612,9.0035,9.0721,9.0721,9.0721,9.0655,9.1469,9.099,9.0826,9.0865,9.0865,9.0865,9.1885,9.2601,9.3203,9.3597,9.3681,9.3681,9.3681,9.3993,9.3874,1.74,,11.36,,13.03,0.14,0.03
36ONE BCI Global Equity FF A,F000015F6E,ZAE000287041,03/07/2020,8.4536,7.1874,1.0741,1.0741,1.0741,1.058,1.0692,1.116,1.114,1.1175,1.1175,1.1175,1.1027,1.0905,1.0957,1.0995,1.1066,1.1066,1.1066,1.0819,1.1067,1.1249,1.1044,1.1086,1.1086,1.1086,1.1338,1.1282,1.1307,1.1277,1.1337,1.1337,1.1337,1.1649,1.1513,3.33,,12.73,,20.5,,0.01
36ONE BCI Global Equity FF B,F000015JXF,ZAE000289104,17/07/2020,8.4688,7.2059,1.0769,1.0769,1.0769,1.0608,1.072,1.1189,1.1169,1.1204,1.1204,1.1204,1.1056,1.0933,1.0986,1.1024,1.1095,1.1095,1.1095,1.0848,1.1097,1.1279,1.1074,1.1116,1.1116,1.1116,1.1369,1.1313,1.1337,1.1307,1.1368,1.1368,1.1368,1.1681,1.1545,3.33,,12.73,,20.5,,0.01
36ONE BCI SA Equity B3,F00000YD6Z,ZAE000222519,17/10/2016,5.8546,7.2782,1.9815,1.9815,1.9815,1.9912,2.0424,2.0395,2.0561,2.0357,2.0357,2.0357,2.0351,2.0236,2.0198,2.0107,2.048,2.048,2.048,2.0578,2.0889,2.0493,2.0304,2.0333,2.0333,2.0333,2.0329,2.043,2.0873,2.1017,2.0983,2.0983,2.0983,2.0976,2.1258,1.36,,8.85,,10.95,0.04,0.04
36ONE BCI SA Equity C,F00000TVPX,ZAE000190823,10/09/2014,5.7691,7.1915,1.9579,1.9579,1.9579,1.9673,2.0179,2.0149,2.0312,2.0111,2.0111,2.0111,2.0102,1.9988,1.9951,1.986,2.0228,2.0228,2.0228,2.0323,2.063,2.0237,2.0052,2.008,2.008,2.008,2.0074,2.0173,2.061,2.0751,2.0717,2.0717,2.0717,2.0708,2.0987,1.36,,8.85,,10.95,0.04,0.04
36ONE BCI SA Equity C1,F00000Y9D8,ZAE000229258,02/11/2016,6.3106,7.7369,1.9678,1.9678,1.9678,1.9878,2.0388,2.036,2.0524,2.0319,2.0319,2.0319,2.031,2.0195,2.0157,2.0065,2.0436,2.0436,2.0436,2.0532,2.0842,2.0445,2.0258,2.0286,2.0286,2.0286,2.0279,2.0379,2.082,2.0963,2.0929,2.0929,2.0929,2.092,2.1201,1.36,,8.85,,10.95,0.04,0.04
36ONE BCI SA Equity D,F00000TVPY,ZAE000190781,04/07/2014,5.8002,7.2197,2.0153,2.0153,2.0153,2.0251,2.0771,2.0742,2.0909,2.0701,2.0701,2.0701,2.0694,2.0577,2.0538,2.0445,2.0824,2.0824,2.0824,2.0922,2.1238,2.0835,2.0644,2.0673,2.0673,2.0673,2.0667,2.077,2.122,2.1365,2.1331,2.1331,2.1331,2.1322,2.1608,1.36,,8.85,,10.95,0.04,0.04
36ONE BCI SA Equity E,F00000W4NP,ZAE000207254,08/07/2015,5.9442,7.3684,2.0911,2.0911,2.0911,2.1014,2.1553,2.1523,2.17,2.1485,2.1485,2.1485,2.1481,2.136,2.1319,2.1226,2.1621,2.1621,2.1621,2.1726,2.2054,2.1635,2.1436,2.1467,2.1467,2.1467,2.1467,2.1573,2.204,2.2194,2.216,2.216,2.216,2.2154,2.2452,1.36,,8.85,,10.95,0.04,0.04
36ONE BCI SA Equity F,F00000WP9K,ZAE000212148,03/12/2015,5.9244,7.352,2.0226,2.0226,2.0226,2.0325,2.0847,2.0817,2.0989,2.078,2.078,2.078,2.0776,2.0658,2.062,2.0529,2.0911,2.0911,2.0911,2.1012,2.133,2.0923,2.0731,2.076,2.076,2.076,2.0762,2.0864,2.1315,2.1464,2.1431,2.1431,2.1431,2.1424,2.1713,1.36,,8.85,,10.95,0.04,0.04
36ONE BCI SA Equity G,F00000XB6D,ZAE000215737,21/10/2021,5.879,7.3037,1.7569,1.7569,1.7569,1.7654,1.8107,1.8082,1.8231,1.805,1.805,1.805,1.8045,1.7942,1.7909,1.7829,1.816,1.816,1.816,1.8248,1.8523,1.8171,1.8004,1.8029,1.8029,1.8029,1.8028,1.8116,1.8509,1.8637,1.8608,1.8608,1.8608,1.8602,1.8852,1.36,,8.85,,10.95,0.04,0.04
36ONE BCI SA Equity H,F00001AJFB,ZAE000298766,24/05/2021,5.8,7.2227,1.7722,1.7722,1.7722,1.7808,1.8266,1.8239,1.8387,1.8205,1.8205,1.8205,1.8197,1.8095,1.806,1.7978,1.8312,1.8312,1.8312,1.8398,1.8676,1.8321,1.8153,1.8179,1.8179,1.8179,1.8175,1.8264,1.866,1.8788,1.8758,1.8758,1.8758,1.875,1.9002,1.36,,8.85,,10.95,0.04,0.04
36ONE BCI SA Equity I,F00001DC0Y,ZAE000303665,25/08/2022,6.0063,7.4345,1.7365,1.7365,1.7365,1.7451,1.79,1.7875,1.8023,1.7844,1.7844,1.7844,1.7841,1.7741,1.7708,1.7631,1.7959,1.7959,1.7959,1.8047,1.8321,1.7972,1.7808,1.7834,1.7834,1.7834,1.7835,1.7923,1.8312,1.844,1.8412,1.8412,1.8412,1.8408,1.8656,1.36,,8.85,,10.95,0.05,0.04
3B BCI Equity A,F000002ROB,ZAE000122040,31/07/2008,4.7233,5.9627,2.8957,2.8957,2.8957,2.9105,2.9724,2.9589,2.9718,2.9541,2.9541,2.9541,2.9565,2.9345,2.9246,2.9123,2.9571,2.9571,2.9571,2.973,3.0095,2.9674,2.9555,2.9504,2.9504,2.9504,2.9692,2.9785,3.0223,3.0336,3.0319,3.0319,3.0319,3.0324,3.0683,1.23,,6.85,,10.19,0.03,0.05
3B BCI Equity B,F00001DQMG,ZAE000308664,08/04/2022,4.7978,6.0427,2.2702,2.2702,2.2702,2.282,2.3306,2.32,2.3302,2.3163,2.3163,2.3163,2.3185,2.3013,2.2934,2.284,2.3191,2.3191,2.3191,2.3316,2.3602,2.3273,2.3182,2.3142,2.3142,2.3142,2.3291,2.3365,2.3709,2.3798,2.3786,2.3786,2.3786,2.3791,2.4074,1.23,,6.85,,10.19,0.04,0.05
ABAX Equity Prescient B1,F00000WP5Y,ZAE000167557,01/10/2004,4.9568,6.7244,87.3717,87.3717,87.3717,87.3402,89.5131,89.4413,90.1239,89.4971,89.4971,89.4971,89.4245,88.9048,88.5288,87.6682,89.2657,89.2657,89.2657,89.7591,91.1865,89.5413,88.7089,88.7387,88.7387,88.7387,88.7321,88.8086,90.8256,91.5459,91.3007,91.3007,91.3007,91.7026,93.2469,1.59,,7.63,,10.93,1.88,0.04
ABAX Equity Prescient B2,F00000WP5Z,ZAE000167565,01/10/2004,5.0036,6.7736,91.5652,91.5652,91.5652,91.5361,93.8153,93.7414,94.4582,93.8025,93.8025,93.8025,93.7304,93.1869,92.7941,91.8934,93.5693,93.5693,93.5693,94.0904,95.5881,93.8648,92.9936,93.0261,93.0261,93.0261,93.0232,93.1046,95.2206,95.977,95.7214,95.7214,95.7214,96.1468,97.7675,1.59,,7.63,,10.93,2.2,0.04
ABAX Equity Prescient B3,F00000WP60,ZAE000167573,01/10/2004,5.049,6.8212,104.8072,104.8072,104.8072,104.7782,107.3879,107.305,108.1269,107.3779,107.3779,107.3779,107.3,106.6793,106.2311,105.2014,107.1216,107.1216,107.1216,107.7228,109.4389,107.4676,106.4715,106.5101,106.5101,106.5101,106.5115,106.6062,109.0306,109.8984,109.6071,109.6071,109.6071,110.0989,111.9562,1.59,,7.63,,10.93,2.52,0.04
ABAX Equity Prescient B5,F00000Z2XD,ZAE000177002,26/08/2013,5.0022,6.7721,73.2401,73.2401,73.2401,73.2166,75.0392,74.9802,75.5534,75.0287,75.0287,75.0287,74.9711,74.5365,74.2221,73.5017,74.8422,74.8422,74.8422,75.2591,76.4569,75.0786,74.3818,74.4077,74.4077,74.4077,74.4054,74.4705,76.163,76.7682,76.5635,76.5635,76.5635,76.9038,78.2001,1.59,,7.63,,10.93,2.21,0.04
ABAX Equity Prescient B6,F00000Z2XE,ZAE000243432,31/03/2017,4.9718,6.739,11.9513,11.9513,11.9513,11.9471,12.2443,12.2345,12.3279,12.2422,12.2422,12.2422,12.2325,12.1615,12.1102,11.9925,12.2111,12.2111,12.2111,12.2787,12.474,12.2491,12.1353,12.1394,12.1394,12.1394,12.1387,12.1492,12.4251,12.5237,12.4902,12.4902,12.4902,12.5455,12.7567,1.59,,7.63,,10.93,0.38,0.04
ABAX Equity Prescient B7,F00000Z2XF,ZAE000243440,31/03/2017,4.931,6.6987,12.0546,12.0546,12.0546,12.0506,12.3505,12.3407,12.4349,12.3486,12.3486,12.3486,12.3389,12.2673,12.2156,12.0968,12.3111,12.3111,12.3111,12.3796,12.5765,12.3501,12.2355,12.2396,12.2396,12.2396,12.2391,12.2497,12.5274,12.6268,12.5931,12.5931,12.5931,12.649,12.8621,1.59,,7.63,,10.93,0.4,0.04
ABAX Equity Prescient B8,F00000Z2XG,ZAE000243457,31/03/2017,5.0487,6.8213,12.385,12.385,12.385,12.3815,12.6899,12.6801,12.7772,12.6887,12.6887,12.6887,12.6795,12.6062,12.5532,12.4315,12.6584,12.6584,12.6584,12.7294,12.9322,12.6993,12.5816,12.5862,12.5862,12.5862,12.5863,12.5975,12.884,12.9865,12.9521,12.9521,12.9521,13.0102,13.2298,1.59,,7.63,,10.93,0.48,0.04
ABAX Global Equity Prescient FF A1,F00000X9NY,ZAE000216701,06/04/2016,5.0974,4.531,1.7303,1.7303,1.7303,1.7119,1.7178,1.7951,1.8013,1.8079,1.8079,1.8079,1.7773,1.7558,1.7619,1.7727,1.7697,1.7697,1.7697,1.7406,1.7791,1.8103,1.7705,1.7675,1.7675,1.7675,1.7981,1.7921,1.7985,1.7818,1.7933,1.7933,1.7933,1.8185,1.8087,3.04,,12.8,,18.85,0,0.02
ABAX Global Equity Prescient FF B1,F00000X9NZ,ZAE000216693,06/04/2016,5.1131,4.5416,1.7472,1.7472,1.7472,1.7286,1.7346,1.8126,1.8189,1.8255,1.8255,1.8255,1.7947,1.773,1.7792,1.79,1.787,1.787,1.787,1.7577,1.7966,1.8281,1.7878,1.7849,1.7849,1.7849,1.8158,1.8098,1.8162,1.7993,1.8109,1.8109,1.8109,1.8365,1.8265,3.04,,12.8,,18.85,0,0.02
ABAX Global Equity Prescient FF B3,F00000X9O0,ZAE000216685,06/04/2016,5.1565,4.5864,1.8019,1.8019,1.8019,1.7828,1.789,1.8695,1.876,1.8829,1.8829,1.8829,1.8511,1.8288,1.8351,1.8463,1.8433,1.8433,1.8433,1.8132,1.8533,1.8858,1.8444,1.8413,1.8413,1.8413,1.8732,1.8671,1.8737,1.8563,1.8683,1.8683,1.8683,1.8948,1.8845,3.04,,12.8,,18.85,0.01,0.02
ABSA Dividend Plus Index A,F000010ZQJ,ZAE000261160,03/09/2018,3.1517,2.5936,1.5052,1.5052,1.5052,1.5172,1.5641,1.5437,1.5342,1.5255,1.5255,1.5255,1.5057,1.4933,1.5045,1.5199,1.5036,1.5036,1.5036,1.5517,1.538,1.5211,1.5307,1.5452,1.5452,1.5452,1.5503,1.5581,1.5842,1.577,1.5603,1.5603,1.5603,1.5527,1.5443,,,,,,,0.19
ABSA Dividend Plus Index Z,F000010ZQK,ZAE000261178,03/09/2018,3.1665,2.6083,1.519,1.519,1.519,1.5309,1.5783,1.5577,1.5481,1.5394,1.5394,1.5394,1.5196,1.5069,1.5183,1.5339,1.5174,1.5174,1.5174,1.5659,1.5521,1.535,1.5448,1.5593,1.5593,1.5593,1.5646,1.5726,1.5987,1.5916,1.5748,1.5748,1.5748,1.5671,1.5586,,,,,,,0.19
Sanlam Schroder Global Core Equity FF A,F00000WGD7,ZAE000205431,19/10/2015,8.2454,6.052,2.2391,2.2391,2.2391,2.2187,2.229,2.3063,2.305,2.3179,2.3179,2.3179,2.2603,2.2483,2.2461,2.2634,2.2648,2.2648,2.2648,2.2293,2.2749,2.3151,2.3065,2.3098,2.3098,2.3098,2.3393,2.3812,2.3662,2.3548,2.3574,2.3574,2.3574,2.4237,2.3746,3.49,,15.13,,21.26,0.04,0.02
Sanlam Schroder Global Core Equity FF C,F00000W91H,ZAE000205415,20/08/2015,8.2488,6.062,2.2522,2.2522,2.2522,2.2317,2.242,2.3199,2.3185,2.3314,2.3314,2.3314,2.2735,2.2614,2.2593,2.2767,2.2781,2.2781,2.2781,2.2423,2.2883,2.3287,2.3201,2.3234,2.3234,2.3234,2.3531,2.3953,2.3802,2.3687,2.3713,2.3713,2.3713,2.438,2.3887,3.49,,15.13,,21.26,0.04,0.02
Sanlam Schroder Global Core Equity FF X1,F00000X92X,ZAE000217840,09/05/2016,8.2793,6.0892,2.2841,2.2841,2.2841,2.2632,2.2737,2.3527,2.3514,2.3645,2.3645,2.3645,2.3058,2.2936,2.2915,2.3092,2.3105,2.3105,2.3105,2.2744,2.3208,2.362,2.3533,2.3567,2.3567,2.3567,2.3868,2.4296,2.4143,2.4026,2.4054,2.4054,2.4054,2.4732,2.4231,3.49,,15.13,,21.26,0.04,0.02
Sanlam Schroder Global Core Equity FF Z,F00000W91I,ZAE000205381,20/08/2015,8.2859,6.0966,2.2842,2.2842,2.2842,2.2635,2.2739,2.353,2.3516,2.3647,2.3647,2.3647,2.3061,2.2939,2.2918,2.3094,2.3108,2.3108,2.3108,2.2747,2.3212,2.3624,2.3536,2.357,2.357,2.357,2.3872,2.4299,2.4146,2.403,2.4058,2.4058,2.4058,2.4735,2.4235,3.49,,15.13,,21.26,0.05,0.02
ABSA Global Property FF A,F00000XX8O,ZAE000223343,13/10/2016,2.5165,1.8556,1.3365,1.3365,1.3365,1.3332,1.3282,1.3685,1.3639,1.3691,1.3691,1.3691,1.3318,1.3201,1.3119,1.3364,1.2868,1.2868,1.2868,1.3288,1.3077,1.3611,1.3431,1.333,1.333,1.333,1.3193,1.3458,1.3082,1.3473,1.364,1.364,1.364,1.3701,1.3613,,,,,,,3.71
ABSA Global Property FF C,F00000XX8P,ZAE000223335,13/10/2016,2.5928,1.9333,1.4048,1.4048,1.4048,1.4015,1.3962,1.4387,1.4339,1.4393,1.4393,1.4393,1.4003,1.388,1.3794,1.4052,1.353,1.353,1.353,1.3974,1.3752,1.4315,1.4126,1.4019,1.4019,1.4019,1.3875,1.4155,1.3761,1.4171,1.4348,1.4348,1.4348,1.4413,1.432,,,,,,,3.71
ABSA Global Property FF Z,F00000ZWZ0,ZAE000234282,10/11/2017,2.6376,1.9819,1.3931,1.3931,1.3931,1.3899,1.3846,1.4268,1.4221,1.4274,1.4274,1.4274,1.3888,1.3766,1.3681,1.3937,1.342,1.342,1.342,1.386,1.364,1.4198,1.4011,1.3907,1.3907,1.3907,1.3764,1.4043,1.3651,1.4059,1.4234,1.4234,1.4234,1.4299,1.4208,,,,,,,3.71
Sanlam Schroder Global Value FF A,F000002CQI,ZAE000026787,02/10/2000,10.6215,9.6992,7.2204,7.2204,7.2204,7.2664,7.2119,7.5263,7.5473,7.6269,7.6269,7.6269,7.5108,7.5128,7.4768,7.4958,7.3346,7.3346,7.3346,7.5991,7.5929,7.8016,7.7144,7.7775,7.7775,7.7775,7.6529,7.8996,7.6983,7.8302,7.9405,7.9405,7.9405,7.9873,7.9207,1.03,2.54,6.03,,11.35,0.09,0.04
Sanlam Schroder Global Value FF B,F000002RDF,ZAE000114831,01/04/2005,10.5281,9.6047,6.2839,6.2839,6.2839,6.3234,6.2759,6.5493,6.5674,6.6365,6.6365,6.6365,6.5349,6.5364,6.505,6.5213,6.3809,6.3809,6.3809,6.6105,6.6049,6.7863,6.7103,6.765,6.765,6.765,6.656,6.8704,6.6952,6.8096,6.9054,6.9054,6.9054,6.9455,6.8875,1.03,2.54,6.03,,11.35,0.07,0.04
Sanlam Schroder Global Value FF C,F00000VUNU,ZAE000197505,19/01/2015,10.7009,9.7807,7.2204,7.2204,7.2204,7.2668,7.2126,7.5272,7.5483,7.6281,7.6281,7.6281,7.5125,7.5146,7.4788,7.498,7.3369,7.3369,7.3369,7.6021,7.5961,7.805,7.7181,7.7813,7.7813,7.7813,7.6571,7.9042,7.7029,7.8351,7.9455,7.9455,7.9455,7.993,7.9266,1.03,2.54,6.03,,11.35,0.11,0.04
Sanlam Schroder Global Value FF R,F000002CP8,ZAE000019428,03/10/1994,10.6756,9.7534,9.6945,9.6945,9.6945,9.7567,9.6839,10.1062,10.1344,10.2414,10.2414,10.2414,10.0861,10.0889,10.0408,10.0664,9.85,9.85,9.85,10.2057,10.1976,10.4781,10.3612,10.4461,10.4461,10.4461,10.279,10.6107,10.3405,10.5177,10.6659,10.6659,10.6659,10.7294,10.64,1.03,2.54,6.03,,11.35,0.1,0.04
Sanlam Schroder Global Value FF X1,F000016LAV,ZAE000295572,16/02/2021,10.7446,9.8243,6.3596,6.3596,6.3596,6.4006,6.353,6.6302,6.6489,6.7193,6.7193,6.7193,6.6177,6.6197,6.5883,6.6052,6.4634,6.4634,6.4634,6.6972,6.692,6.8761,6.7997,6.8554,6.8554,6.8554,6.7463,6.964,6.7869,6.9034,7.0009,7.0009,7.0009,7.0429,6.9843,1.03,2.54,6.03,,11.35,,0.04
ABSA Sanlam Multi Managed Equity Fund C,F000005ETP,ZAE000123691,31/03/2009,5.3103,6.2357,3.3518,3.3518,3.3518,3.3777,3.4756,3.4586,3.4704,3.4608,3.4608,3.4608,3.4197,3.4112,3.409,3.403,3.3968,3.3968,3.3968,3.4614,3.4904,3.4531,3.4492,3.4436,3.4436,3.4436,3.4289,3.4678,3.5319,3.5453,3.5221,3.5221,3.5221,3.5298,3.5608,1.34,,6.9,,10.1,0.11,0.05
ABSA Prime Equity A,F000002COK,ZAE000050159,01/10/2001,4.43,6.6646,15.9983,15.9983,15.9983,16.0813,16.5156,16.4486,16.5289,16.3561,16.3561,16.3561,16.3602,16.2245,16.1661,16.0304,16.3731,16.3731,16.3731,16.4541,16.7367,16.3711,16.2163,16.2319,16.2319,16.2319,16.2405,16.2631,16.6213,16.7315,16.676,16.676,16.676,16.707,17.0645,1.44,,7.14,,10.05,0.2,0.05
ABSA Prime Equity B,F000002RDN,ZAE000114914,02/01/2008,4.2911,6.5199,11.0343,11.0343,11.0343,11.0901,11.3891,11.3425,11.3974,11.2777,11.2777,11.2777,11.279,11.185,11.1443,11.0503,11.286,11.286,11.286,11.3404,11.5348,11.2822,11.175,11.1855,11.1855,11.1855,11.1898,11.2049,11.4512,11.5266,11.488,11.488,11.488,11.5078,11.7537,1.44,,7.14,,10.05,0.09,0.05
ABSA Prime Equity C,F00000VUNS,ZAE000197497,19/01/2015,4.4546,6.6915,11.8614,11.8614,11.8614,11.9231,12.2453,12.1956,12.2554,12.1274,12.1274,12.1274,12.1306,12.0301,11.9869,11.8863,12.1406,12.1406,12.1406,12.2009,12.4107,12.1396,12.0248,12.0366,12.0366,12.0366,12.0432,12.0601,12.3258,12.4075,12.3666,12.3666,12.3666,12.3898,12.6551,1.44,,7.14,,10.05,0.23,0.05
SIM Property Equity Fund - Class A,F000002COL,ZAE000073110,15/08/2006,9.1579,10.0986,4.5353,4.5353,4.5353,4.5449,4.6285,4.5878,4.6221,4.6349,4.6349,4.6349,4.7063,4.6579,4.6638,4.6311,4.7013,4.7013,4.7013,4.734,4.8487,4.8354,4.8717,4.7996,4.7996,4.7996,4.7847,4.8214,4.8669,4.9961,4.9663,4.9663,4.9663,4.9506,4.9933,0.77,,11.17,,8.14,0.05,0.09
SIM Property Equity Fund - Class B,F000002RDM,ZAE000114880,02/07/2007,9.0638,10.0025,3.7965,3.7965,3.7965,3.804,3.8741,3.8399,3.8686,3.8791,3.8791,3.8791,3.9385,3.8979,3.9028,3.8753,3.9339,3.9339,3.9339,3.9608,4.0568,4.0456,4.0758,4.0155,4.0155,4.0155,4.0026,4.0333,4.0713,4.1792,4.154,4.154,4.154,4.1406,4.1762,0.77,,11.17,,8.14,0.05,0.09
SIM Property Equity Fund - Class C,F00000O0ND,ZAE000155149,12/04/2011,9.2641,10.2089,3.7261,3.7261,3.7261,3.7343,3.8031,3.7697,3.7982,3.8088,3.8088,3.8088,3.8676,3.8281,3.8332,3.8064,3.8641,3.8641,3.8641,3.8913,3.9858,3.975,4.005,3.9459,3.9459,3.9459,3.934,3.9643,4.0018,4.1082,4.0838,4.0838,4.0838,4.0713,4.1065,0.77,,11.17,,8.14,0.06,0.09
SIM Property Equity Fund - Class C1,F00000QLT6,ZAE000173571,04/10/2013,9.209,10.1508,3.1186,3.1186,3.1186,3.1253,3.1829,3.1548,3.1786,3.1873,3.1873,3.1873,3.2366,3.2033,3.2075,3.1852,3.2335,3.2335,3.2335,3.256,3.3349,3.3258,3.3509,3.3013,3.3013,3.3013,3.2912,3.3165,3.348,3.4369,3.4164,3.4164,3.4164,3.4058,3.4351,0.77,,11.17,,8.14,0.05,0.09
SIM Property Equity Fund - Class D,F00000VUNT,ZAE000197471,19/01/2015,9.2536,10.2009,3.0324,3.0324,3.0324,3.039,3.095,3.0679,3.0909,3.0997,3.0997,3.0997,3.1476,3.1154,3.1195,3.0976,3.1447,3.1447,3.1447,3.1666,3.2436,3.2347,3.2592,3.2111,3.2111,3.2111,3.2014,3.226,3.2566,3.3431,3.3231,3.3231,3.3231,3.313,3.3417,0.77,,11.17,,8.14,0.06,0.09
ABSA Property Index A,F000010ZQL,ZAE000261186,03/09/2018,10.6664,9.9681,0.7148,0.7148,0.7148,0.7137,0.7256,0.7214,0.7288,0.7326,0.7326,0.7326,0.7403,0.7396,0.7368,0.7415,0.745,0.745,0.745,0.7657,0.7728,0.7736,0.776,0.7661,0.7661,0.7661,0.7661,0.7762,0.7787,0.7971,0.7939,0.7939,0.7939,0.791,0.786,0.64,,10.25,,6.23,,0.09
ABSA Property Index Z,F000010ZQM,ZAE000261194,03/09/2018,10.6758,9.9754,0.7193,0.7193,0.7193,0.7182,0.7302,0.7259,0.7334,0.7372,0.7372,0.7372,0.7449,0.7443,0.7413,0.7462,0.7496,0.7496,0.7496,0.7705,0.7778,0.7785,0.7809,0.771,0.771,0.771,0.771,0.7811,0.7838,0.8022,0.7991,0.7991,0.7991,0.7961,0.791,0.64,,10.25,,6.23,,0.09
ABSA Select Equity A,F000002COA,ZAE000053500,23/02/2004,5.0281,6.519,9.9693,9.9693,9.9693,10.0219,10.2331,10.2248,10.2897,10.2103,10.2103,10.2103,10.1982,10.1365,10.109,10.0448,10.2071,10.2071,10.2071,10.2752,10.4325,10.2888,10.1865,10.1899,10.1899,10.1899,10.1977,10.2426,10.4207,10.4853,10.4531,10.4531,10.4531,10.4706,10.6192,1.5,,6.88,,10.75,0.1,0.04
ABSA Select Equity B,F000002RDO,ZAE000114898,03/07/2007,4.9415,6.4276,7.8712,7.8712,7.8712,7.9121,8.0786,8.0719,8.1228,8.06,8.06,8.06,8.0498,8.0008,7.979,7.9281,8.0559,8.0559,8.0559,8.1091,8.233,8.1193,8.0383,8.0409,8.0409,8.0409,8.0464,8.0816,8.2219,8.2726,8.2469,8.2469,8.2469,8.2602,8.3772,1.5,,6.88,,10.75,0.05,0.04
ABSA Select Equity C,F00000HH9G,ZAE000143681,06/01/2010,5.1317,6.6271,9.5045,9.5045,9.5045,9.5556,9.7573,9.7497,9.812,9.7365,9.7365,9.7365,9.7258,9.6672,9.6414,9.5805,9.7354,9.7354,9.7354,9.8015,9.9519,9.815,9.7178,9.7213,9.7213,9.7213,9.7297,9.7729,9.943,10.005,9.9745,9.9745,9.9745,9.9923,10.1344,1.5,,6.88,,10.75,0.16,0.04
ABSA Select Equity C1,F00000QDAS,ZAE000173605,05/03/2013,5.0799,6.5714,8.1962,8.1962,8.1962,8.2398,8.4137,8.407,8.4604,8.3953,8.3953,8.3953,8.3857,8.335,8.3127,8.2599,8.3935,8.3935,8.3935,8.4499,8.5795,8.4614,8.3774,8.3803,8.3803,8.3803,8.3872,8.4242,8.5708,8.6241,8.5976,8.5976,8.5976,8.6126,8.7349,1.5,,6.88,,10.75,0.13,0.04
ABSA Select Equity D,F00000VUNR,ZAE000197539,19/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,6.88,,10.75,,0.04
ABSA Smart Alpha Equity A,F00000VUNG,ZAE000198487,23/04/2015,4.3846,5.4714,1.0222,1.0222,1.0222,1.0303,1.0622,1.051,1.0543,1.0522,1.0522,1.0522,1.0379,1.0348,1.0353,1.033,1.0301,1.0301,1.0301,1.0608,1.063,1.0527,1.0548,1.05,1.05,1.05,1.0394,1.054,1.0754,1.0757,1.0635,1.0635,1.0635,1.0671,1.0782,,,,,,,0.04
ABSA Smart Alpha Equity D,F00000VUNH,ZAE000198479,23/04/2015,4.4061,5.4925,1.0471,1.0471,1.0471,1.0553,1.088,1.0765,1.0801,1.0778,1.0778,1.0778,1.0631,1.06,1.0605,1.0582,1.0553,1.0553,1.0553,1.0865,1.0889,1.0784,1.0806,1.0756,1.0756,1.0756,1.0648,1.0797,1.1017,1.102,1.0894,1.0894,1.0894,1.0932,1.1046,,,,,,,0.04
ABSA Smart Alpha Equity Z,F00000ZOS2,ZAE000248241,29/09/2017,4.4584,5.5548,1.0197,1.0197,1.0197,1.0276,1.0596,1.0484,1.0518,1.0496,1.0496,1.0496,1.0355,1.0324,1.0329,1.0307,1.0279,1.0279,1.0279,1.0584,1.0607,1.0505,1.0526,1.0479,1.0479,1.0479,1.0373,1.0518,1.0733,1.0736,1.0614,1.0614,1.0614,1.0651,1.0763,,,,,,,0.04
